sku,brand,name,photo_url,price,cost,diameter,width,bolt_pattern,model,model_other,color,backspacing,offset,center_bore,load_rating,exposed_lugs,material,structure,style,number_of_spokes,year_introduced
117H-896150,OE Creations,PR117,https://images.wheelpros.com/hPR1174.png,0.00,0.00,"18""","9.5""",5x4.75,,,,,,70.7,1400,,,,,,
117H-916156,OE Creations,PR117,https://images.wheelpros.com/hPR1174.png,0.00,0.00,"19""","10""",5x4.75,,,,,,70.7,1400,,,,,,
117H-916179,OE Creations,PR117,https://images.wheelpros.com/hPR1174.png,0.00,0.00,"19""","10""",5x4.75,,,,,,70.7,1400,,,,,,
118B-816522,OE Creations,PR118,https://images.wheelpros.com/hPR1183.png,0.00,0.00,"18""","10""",5x4.5,,,,,,70.7,1400,,,,,,
118B-896530,OE Creations,PR118,https://images.wheelpros.com/hPR1183.png,0.00,0.00,"18""","9""",5x4.5,,,,,,70.7,1400,,,,,,
118C-816522,OE Creations,PR118,https://images.wheelpros.com/hPR1182.png,0.00,0.00,"18""","10""",5x4.5,,,,,,70.7,1400,,,,,,
118C-896530,OE Creations,PR118,https://images.wheelpros.com/hPR1182.png,0.00,0.00,"18""","9""",5x4.5,,,,,,70.7,1400,,,,,,
119B-2299018,OE Creations,PR119,https://images.wheelpros.com/hPR1193.png,0.00,0.00,"22""","9""",5x115,,,,,,71.5,1800,,,,,,
119B-299020,OE Creations,PR119,https://images.wheelpros.com/hPR1193.png,0.00,0.00,"20""","9""",5x115,,,,,,71.5,1800,,,,,,
119C-2299018,OE Creations,PR119,https://images.wheelpros.com/hPR1192.png,0.00,0.00,"22""","9""",5x115,,,,,,71.5,1800,,,,,,
119C-2299020,OE Creations,PR119,https://images.wheelpros.com/hPR1192.png,0.00,0.00,"22""","9""",5x115,,,,,,71.5,1800,,,,,,
119C-299020,OE Creations,PR119,https://images.wheelpros.com/hPR1192.png,0.00,0.00,"20""","9""",5x115,,,,,,71.5,1800,,,,,,
120C-786156,OE Creations,PR120,https://images.wheelpros.com/hPR1202.png,0.00,0.00,"17""","8.5""",5x4.75,,,,,,70.7,1400,,,,,,
120C-886156,OE Creations,PR120,https://images.wheelpros.com/hPR1202.png,0.00,0.00,"18""","8.5""",5x4.75,,,,,,70.7,1400,,,,,,
120C-896156,OE Creations,PR120,https://images.wheelpros.com/hPR1202.png,0.00,0.00,"18""","9.5""",5x4.75,,,,,,70.7,1400,,,,,,
120C-916179,OE Creations,PR120,https://images.wheelpros.com/hPR1202.png,0.00,0.00,"19""","10""",5x4.75,,,,,,70.7,1400,,,,,,
121C-786149,OE Creations,PR121,https://images.wheelpros.com/hPR1212.png,0.00,0.00,"17""","8.5""",5x4.75,,,,,,70.7,1400,,,,,,
121C-886156,OE Creations,PR121,https://images.wheelpros.com/hPR1212.png,0.00,0.00,"18""","8.5""",5x4.75,,,,,,70.7,1400,,,,,,
121C-896140,OE Creations,PR121,https://images.wheelpros.com/hPR1212.png,0.00,0.00,"18""","9.5""",5x4.75,,,,,,70.7,1400,,,,,,
121C-896156,OE Creations,PR121,https://images.wheelpros.com/hPR1212.png,0.00,0.00,"18""","9.5""",5x4.75,,,,,,70.7,1400,,,,,,
121C-916156,OE Creations,PR121,https://images.wheelpros.com/hPR1212.png,0.00,0.00,"19""","10""",5x4.75,,,,,,70.7,1400,,,,,,
121C-916179,OE Creations,PR121,https://images.wheelpros.com/hPR1212.png,0.00,0.00,"19""","10""",5x4.75,,,,,,70.7,1400,,,,,,
121G-886156,OE Creations,PR121,https://images.wheelpros.com/hPR1219.png,0.00,0.00,"18""","8.5""",5x4.75,,,,,,70.7,1400,,,,,,
121G-916156,OE Creations,PR121,https://images.wheelpros.com/hPR1219.png,0.00,0.00,"19""","10""",5x4.75,,,,,,70.7,1400,,,,,,
121G-916179,OE Creations,PR121,https://images.wheelpros.com/hPR1219.png,0.00,0.00,"19""","10""",5x4.75,,,,,,70.7,1400,,,,,,
121H-786149,OE Creations,PR121,https://images.wheelpros.com/hPR1214.png,0.00,0.00,"17""","8.5""",5x4.75,,,,,,70.7,1400,,,,,,
121H-886156,OE Creations,PR121,https://images.wheelpros.com/hPR1214.png,0.00,0.00,"18""","8.5""",5x4.75,,,,,,70.7,1400,,,,,,
121H-896140,OE Creations,PR121,https://images.wheelpros.com/hPR1214.png,0.00,0.00,"18""","9.5""",5x4.75,,,,,,70.7,1400,,,,,,
121H-896156,OE Creations,PR121,https://images.wheelpros.com/hPR1214.png,0.00,0.00,"18""","9.5""",5x4.75,,,,,,70.7,1400,,,,,,
121H-916156,OE Creations,PR121,https://images.wheelpros.com/hPR1214.png,0.00,0.00,"19""","10""",5x4.75,,,,,,70.7,1400,,,,,,
121H-916179,OE Creations,PR121,https://images.wheelpros.com/hPR1214.png,0.00,0.00,"19""","10""",5x4.75,,,,,,70.7,1400,,,,,,
122C-2295831,OE Creations,PR122,https://images.wheelpros.com/hPR1222.png,0.00,0.00,"22""","9""",6x5.5,,,,,,78.3,2200,,,,,,
122GB-2295831,OE Creations,PR122,https://images.wheelpros.com/hPR1223.png,0.00,0.00,"22""","9""",6x5.5,,,,,,78.3,2200,,,,,,
123B-299020,OE Creations,PR123,https://images.wheelpros.com/hPR1233.png,0.00,0.00,"20""","9""",5x115,,,,,,71.5,1800,,,,,,
123C-299020,OE Creations,PR123,https://images.wheelpros.com/hPR1232.png,0.00,0.00,"20""","9""",5x115,,,,,,71.5,1800,,,,,,
125B-281235,OE Creations,PR125,https://images.wheelpros.com/hPR1253.png,0.00,0.00,"20""","8""",5x120,,,,,,67,1800,,,,,,
125B-291240,OE Creations,PR125,https://images.wheelpros.com/hPR1253.png,0.00,0.00,"20""","9""",5x120,,,,,,67,1800,,,,,,
