sku,brand,name,photo_url,price,cost,diameter,width,bolt_pattern,model,model_other,color,backspacing,offset,center_bore,load_rating,exposed_lugs,material,structure,style,number_of_spokes,year_introduced
AFTGF09F25-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,3484.60,2763.44,"22""","10""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTJF09F25-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,3131.20,2498.40,"22""","12""",8x170,,,Polished ,,,,,Yes,,,,,
AFTJF09F25-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,3663.20,2897.40,"22""","12""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTKF09F25-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,3591.00,2843.24,"22""","14""",8x170,,,Polished ,,,,,Yes,,,,,
AFTKF09F25-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,4123.00,3242.24,"22""","14""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTMF09F25-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,3351.60,2663.72,"24""","11""",8x170,,,Polished ,,,,,Yes,,,,,
AFTMF09F25-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,3883.60,3062.72,"24""","11""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTNF09F25-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,3591.00,2843.24,"24""","12""",8x170,,,Polished ,,,,,Yes,,,,,
AFTNF09F25-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,4123.00,3242.24,"24""","12""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTPF09F25-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,4248.40,3336.32,"24""","14""",8x170,,,Polished ,,,,,Yes,,,,,
AFTPF09F25-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,4780.40,3735.32,"24""","14""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTRF09F25-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,4590.40,3592.80,"24""","16""",8x170,,,Polished ,,,,,Yes,,,,,
AFTRF09F25-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,5122.40,3991.84,"24""","16""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTQF09F25-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,5844.40,4533.32,"26""","14""",8x170,,,Polished ,,,,,Yes,,,,,
AFTQF09F25-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,6376.40,4932.32,"26""","14""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTSF09F25-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,6585.40,5089.04,"26""","16""",8x170,,,Polished ,,,,,Yes,,,,,
AFTSF09F25-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,7117.40,5488.04,"26""","16""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTDF09F23-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,2394.00,1945.52,"20""","10""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTDF09F23-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,2926.00,2344.52,"20""","10""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTEF09F23-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,2914.60,2335.96,"20""","12""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTEF09F23-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,3446.60,2734.96,"20""","12""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTFF09F23-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,3351.60,2663.72,"20""","14""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTFF09F23-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,3883.60,3062.72,"20""","14""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTGF09F23-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,2952.60,2364.44,"22""","10""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTGF09F23-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,3484.60,2763.44,"22""","10""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTJF09F23-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,3131.20,2498.40,"22""","12""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTJF09F23-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,3663.20,2897.40,"22""","12""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTKF09F23-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,3591.00,2843.24,"22""","14""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTKF09F23-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,4123.00,3242.24,"22""","14""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTMF09F23-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,3351.60,2663.72,"24""","11""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTMF09F23-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,3883.60,3062.72,"24""","11""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTNF09F23-1,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2019/09/F09-BIG-TEN-SS-2018.jpg,3591.00,2843.24,"24""","12""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTNF09F23-5-21,American Force,BIG TEN,https://americanforcewheels.com/content/uploads/2018/08/BIGTEN-SS-BLK.jpg,4123.00,3242.24,"24""","12""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
