sku,brand,name,photo_url,price,cost,diameter,width,bolt_pattern,model,model_other,color,backspacing,offset,center_bore,load_rating,exposed_lugs,material,structure,style,number_of_spokes,year_introduced
AFTDG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2394.00,1945.52,"20""","10""",8x170,,,Polished ,,,,,Yes,,,,,
AFTDG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,2926.00,2344.52,"20""","10""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTEG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2914.60,2335.96,"20""","12""",8x170,,,Polished ,,,,,Yes,,,,,
AFTEG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3446.60,2734.96,"20""","12""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTFG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3351.60,2663.72,"20""","14""",8x170,,,Polished ,,,,,Yes,,,,,
AFTFG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3883.60,3062.72,"20""","14""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTGG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2952.60,2364.44,"22""","10""",8x170,,,Polished ,,,,,Yes,,,,,
AFTGG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3484.60,2763.44,"22""","10""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTJG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3131.20,2498.40,"22""","12""",8x170,,,Polished ,,,,,Yes,,,,,
AFTJG28F25,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3663.20,2897.40,"22""","12""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTKG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3591.00,2843.24,"22""","14""",8x170,,,Polished ,,,,,Yes,,,,,
AFTKG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4123.00,3242.24,"22""","14""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTMG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3351.60,2663.72,"24""","11""",8x170,,,Polished ,,,,,Yes,,,,,
AFTMG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3883.60,3062.72,"24""","11""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTNG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3591.00,2843.24,"24""","12""",8x170,,,Polished ,,,,,Yes,,,,,
AFTNG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4123.00,3242.24,"24""","12""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTPG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,4248.40,3336.32,"24""","14""",8x170,,,Polished ,,,,,Yes,,,,,
AFTPG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4780.40,3735.32,"24""","14""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTRG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,4590.40,3592.80,"24""","16""",8x170,,,Polished ,,,,,Yes,,,,,
AFTRG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,5122.40,3991.84,"24""","16""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTQG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,5844.40,4533.32,"26""","14""",8x170,,,Polished ,,,,,Yes,,,,,
AFTQG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,6376.40,4932.32,"26""","14""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTSG28F25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,6585.40,5089.04,"26""","16""",8x170,,,Polished ,,,,,Yes,,,,,
AFTSG28F25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,7117.40,5488.04,"26""","16""",8x170,,,"Black,Milled",,,,,Yes,,,,,
AFTDG28D22-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2394.00,1945.52,"20""","10""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTDG28D22-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,2926.00,2344.52,"20""","10""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTEG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2914.60,2335.96,"20""","12""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTEG28D25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3446.60,2734.96,"20""","12""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTFG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3351.60,2663.72,"20""","14""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTFG28D25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3883.60,3062.72,"20""","14""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTGG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2952.60,2364.44,"22""","10""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTGG28D25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3484.60,2763.44,"22""","10""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTJG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3131.20,2498.40,"22""","12""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTJG28D25,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3663.20,2897.40,"22""","12""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTKG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3591.00,2843.24,"22""","14""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTKG28D25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4123.00,3242.24,"22""","14""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTMG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3351.60,2663.72,"24""","11""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTMG28D25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3883.60,3062.72,"24""","11""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTNG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3591.00,2843.24,"24""","12""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTNG28D25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4123.00,3242.24,"24""","12""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTPG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,4248.40,3336.32,"24""","14""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTPG28D25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4780.40,3735.32,"24""","14""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTRG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,4590.40,3592.80,"24""","16""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTRG28D25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,5122.40,3991.84,"24""","16""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTQG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,5844.40,4533.32,"26""","14""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTQG28D25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,6376.40,4932.32,"26""","14""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTSG28D25-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,6585.40,5089.04,"26""","16""",8x6.5,,,Polished ,,,,,Yes,,,,,
AFTSG28D25-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,7117.40,5488.04,"26""","16""",8x6.5,,,"Black,Milled",,,,,Yes,,,,,
AFTDG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2394.00,1945.52,"20""","10""",8x180,,,Polished ,,,,,Yes,,,,,
AFTDG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,2926.00,2344.52,"20""","10""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTEG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2914.60,2335.96,"20""","12""",8x180,,,Polished ,,,,,Yes,,,,,
AFTEG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3446.60,2734.96,"20""","12""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTFG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3351.60,2663.72,"20""","14""",8x180,,,Polished ,,,,,Yes,,,,,
AFTFG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3883.60,3062.72,"20""","14""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTGG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2952.60,2364.44,"22""","10""",8x180,,,Polished ,,,,,Yes,,,,,
AFTGG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3484.60,2763.44,"22""","10""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTJG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3131.20,2498.40,"22""","12""",8x180,,,Polished ,,,,,Yes,,,,,
AFTJG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3663.20,2897.40,"22""","12""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTKG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3591.00,2843.24,"22""","14""",8x180,,,Polished ,,,,,Yes,,,,,
AFTKG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4123.00,3242.24,"22""","14""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTMG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3351.60,2663.72,"24""","11""",8x180,,,Polished ,,,,,Yes,,,,,
AFTMG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3883.60,3062.72,"24""","11""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTNG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3591.00,2843.24,"24""","12""",8x180,,,Polished ,,,,,Yes,,,,,
AFTNG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4123.00,3242.24,"24""","12""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTPG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,4248.40,3336.32,"24""","14""",8x180,,,Polished ,,,,,Yes,,,,,
AFTPG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4780.40,3735.32,"24""","14""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTRG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,4590.40,3592.80,"24""","16""",8x180,,,Polished ,,,,,Yes,,,,,
AFTRG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,5122.40,3991.84,"24""","16""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTQG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,5844.40,4533.32,"26""","14""",8x180,,,Polished ,,,,,Yes,,,,,
AFTQG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,6376.40,4932.32,"26""","14""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTSG28G24-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,6585.40,5089.04,"26""","16""",8x180,,,Polished ,,,,,Yes,,,,,
AFTSG28G24-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,7117.40,5488.04,"26""","16""",8x180,,,"Black,Milled",,,,,Yes,,,,,
AFTDG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2394.00,1945.52,"20""","10""",6x5.5,,,Polished ,,,,,Yes,,,,,
AFTDG28R79-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,2926.00,2344.52,"20""","10""",6x5.5,,,"Black,Milled",,,,,Yes,,,,,
AFTEG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2914.60,2335.96,"20""","12""",6x5.5,,,Polished ,,,,,Yes,,,,,
AFTEG28R79-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3446.60,2734.96,"20""","12""",6x5.5,,,"Black,Milled",,,,,Yes,,,,,
AFTFG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3351.60,2663.72,"20""","14""",6x5.5,,,Polished ,,,,,Yes,,,,,
AFTFG28R79-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3883.60,3062.72,"20""","14""",6x5.5,,,"Black,Milled",,,,,Yes,,,,,
AFTGG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,2952.60,2364.44,"22""","10""",6x5.5,,,Polished ,,,,,Yes,,,,,
AFTGG28R79-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3484.60,2763.44,"22""","10""",6x5.5,,,"Black,Milled",,,,,Yes,,,,,
AFTJG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3131.20,2498.40,"22""","12""",6x5.5,,,Polished ,,,,,Yes,,,,,
AFTJG28R79-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3663.20,2897.40,"22""","12""",6x5.5,,,"Black,Milled",,,,,Yes,,,,,
AFTKG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3591.00,2843.24,"22""","14""",6x5.5,,,Polished ,,,,,Yes,,,,,
AFTKG28R79-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4123.00,3242.24,"22""","14""",6x5.5,,,"Black,Milled",,,,,Yes,,,,,
AFTMG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3351.60,2663.72,"24""","11""",6x5.5,,,Polished ,,,,,Yes,,,,,
AFTMG28R79-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,3883.60,3062.72,"24""","11""",6x5.5,,,"Black,Milled",,,,,Yes,,,,,
AFTNG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,3591.00,2843.24,"24""","12""",6x5.5,,,Polished ,,,,,Yes,,,,,
AFTNG28R79-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4123.00,3242.24,"24""","12""",6x5.5,,,"Black,Milled",,,,,Yes,,,,,
AFTPG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,4248.40,3336.32,"24""","14""",6x5.5,,,Polished ,,,,,Yes,,,,,
AFTPG28R79-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,4780.40,3735.32,"24""","14""",6x5.5,,,"Black,Milled",,,,,Yes,,,,,
AFTRG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,4590.40,3592.80,"24""","16""",6x5.5,,,Polished ,,,,,Yes,,,,,
AFTRG28R79-5-21,American Force,AKA,https://americanforcewheels.com/content/uploads/2017/06/AKA-SS-BLK.jpg,5122.40,3991.84,"24""","16""",6x5.5,,,"Black,Milled",,,,,Yes,,,,,
AFTQG28R79-1,American Force,AKA,https://americanforcewheels.com/content/uploads/2020/03/G28_AKA_SS.jpg,5844.40,4533.32,"26""","14""",6x5.5,,,Polished ,,,,,Yes,,,,,
